,trajectory,user_index,year,month,day,label
240,[PAD] [PAD] [PAD] [PAD] [PAD] 24924 16930 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 15075 16578 [PAD] [PAD] [PAD] 26108 20855 20907 [PAD] 14738 21895 [PAD] [PAD] [PAD] [PAD] [PAD] 25339 25496 7465 [PAD] [PAD] 7646 7071 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],4,2009,4,29,-1
241,[PAD] [PAD] [PAD] 17917 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 19015 19001 25703 24617 [PAD] 17097 15941 [PAD] 16338 17015 17839 4480 2445 2455 2446 2444 2483 41566 42367 15945 15964 16881 27068 27972 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],4,2009,5,3,-1
242,[PAD] [PAD] [PAD] 26980 22073 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 16508 19114 [PAD] 28428 [PAD] 26375 [PAD] 16260 [PAD] [PAD] 18609 21806 [PAD] [PAD] [PAD] [PAD] 26505 22498 16330 16283 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],4,2009,5,4,0
243,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 26425 21511 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 15522 [PAD] [PAD] [PAD] 26875 [PAD] 16401 19973 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20627 19772 25400 28330 25878 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 26179,4,2009,5,6,-1
244,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 27149 21691 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 15646 18902 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 25635 23381 27507 [PAD] [PAD] [PAD] [PAD] [PAD] 34671 34309 29698 24575 25771 27615 18791 [PAD] [PAD] [PAD] [PAD],4,2009,5,8,5
245,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 28511 8003 [PAD] 8256 7995 8413 6827 31526 44879 45242 45502 [PAD] [PAD] 45588 45445 43798 14732 [PAD] [PAD] [PAD] [PAD] 12496 8093 8807 [PAD] [PAD] [PAD] [PAD] [PAD],4,2009,5,10,-1
246,21243 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20525 [PAD] 24470 21158 20970 21933 [PAD] [PAD] 21878 19470 18625 [PAD] [PAD] 25897 21960 18508 [PAD] [PAD] [PAD] [PAD] 26947 [PAD] [PAD] 20191 [PAD] [PAD],4,2009,5,12,0
247,[PAD] [PAD] [PAD] [PAD] [PAD] 26148 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20562 18906 [PAD] [PAD] 26174 [PAD] [PAD] 21587 25255 [PAD] 23674 22212 18347 20182 18590 [PAD] [PAD] [PAD] 22012 20344 20014 [PAD],4,2009,5,13,0
248,[PAD] [PAD] 27331 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20645 [PAD] [PAD] 26364 16205 23009 20581 20508 [PAD] 22892 19905 [PAD] [PAD] 26291 26091 22948 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],4,2009,5,14,0
249,25625 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 15194 26620 [PAD] [PAD] [PAD] [PAD] 26797 17938 20067 20997 [PAD] 21971 20388 [PAD] [PAD] [PAD] [PAD] 26621 18704 [PAD] [PAD] 26132 [PAD] [PAD] 21008 [PAD] [PAD] [PAD] [PAD] [PAD],4,2009,5,19,0
250,[PAD] [PAD] [PAD] 26239 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20129 22794 19425 19665 [PAD] [PAD] 22860 21600 27422 13427 53199 53788 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 53294 36733 26494 18954 19071 [PAD] [PAD],4,2009,5,21,-1
251,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20537 22122 38341 56017 [PAD] [PAD] [PAD] 55817 40798 35629 6276 8289 28383 [PAD] [PAD] 28468 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 27011 24984 7890 8382 7740 7068 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],4,2009,5,28,-1
252,[PAD] 26127 20616 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20568 27818 24588 14481 [PAD] [PAD] 26903 18529 19401 [PAD] [PAD] 22597 [PAD] [PAD] [PAD] 27117 23123 [PAD] [PAD],4,2009,6,1,-1
253,[PAD] [PAD] [PAD] [PAD] [PAD] 25043 24607 28513 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20639 22361 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 26139 [PAD] 20282 [PAD] [PAD] 22207 20137 [PAD] 20062 [PAD] [PAD] 24748 22314 [PAD],4,2009,6,3,-1
254,15394 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 19031 [PAD] [PAD] [PAD] [PAD] [PAD] 24716 16491 22878 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 26883 20886 [PAD] [PAD] 27178 28382 63574 64478 64274 [PAD] [PAD] [PAD] [PAD],4,2009,6,4,-1
255,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 64712 64713 46616 [PAD] [PAD] 25041 21922 21535 [PAD] [PAD] 16252 [PAD] [PAD] [PAD] [PAD] [PAD] 26706 18426 19381 [PAD] [PAD] 22656 22761 20406 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],4,2009,6,5,0
256,[PAD] [PAD] [PAD] [PAD] 6319 7060 22196 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20035 21819 7052 [PAD] [PAD] 7435 8185 13889 9460 8430 8234 [PAD] [PAD] [PAD] [PAD] [PAD],4,2009,6,7,-1
257,[PAD] 24646 15725 15903 15730 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 16070 28868 24549 36954 2184 1783 1107 757 756 [PAD] 750 741 712 717 728 775 767 816 1205 [PAD] [PAD] [PAD] 1339 1338 1755 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],4,2009,6,13,-1
258,[PAD] [PAD] [PAD] [PAD] [PAD] 26672 23609 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 21015 [PAD] [PAD] [PAD] [PAD] [PAD] 25713 17270 14685 11949 [PAD] [PAD] 12584 12524 16238 16287 24718 [PAD],4,2009,6,21,-1
259,[PAD] [PAD] 27282 18977 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 19902 [PAD] [PAD] 25593 21230 19360 19934 20258 23901 23111 35313 [PAD] 34757 36040 37287 36342 [PAD],4,2009,6,27,-1
260,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20608 24215 [PAD] [PAD] [PAD] 25426 28993 7191 [PAD] [PAD] [PAD] 7719 6949 25374 25529 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 25797 22163 [PAD] [PAD] [PAD] [PAD] 13585 21827 [PAD] [PAD] [PAD] [PAD] [PAD],4,2009,7,1,-1
261,[PAD] [PAD] 28150 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 11577 12567 44931 43726 43770 44534 44947 44530 44604 41311 13565 13290 13282 13273 12149 13185 12696 16068 16045 12221 31427 12565 13241 13326 13338 [PAD] [PAD] [PAD],4,2009,7,2,-1
262,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 12501 12544 27974 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 24486 23760 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 17887 18810 22989 30594 37274 [PAD] [PAD] 27848 31071 30142 30533 40336 18912,4,2009,7,3,-1
263,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 18576 18703 [PAD] [PAD] [PAD] [PAD] [PAD] 26147 18870 [PAD] [PAD] [PAD] 26380 21915 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 22682 22077 29091 8331 8862 8250 24354 [PAD] [PAD] [PAD] [PAD],4,2009,7,4,-1
264,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 26264 21266 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20104 21935 24202 [PAD] [PAD] [PAD] [PAD] 28002 24291 15862 8091 [PAD] [PAD] 50672 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 6285 6597 24693 [PAD],4,2009,7,5,-1
265,26819 22119 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 21726 [PAD] [PAD] [PAD] 25459 [PAD] [PAD] [PAD] 21520 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 24473 25571 16254 [PAD] 16885 16932 27903 [PAD] [PAD] 23673 24101 [PAD] [PAD] [PAD],4,2009,7,7,-1
266,[PAD] 26215 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20303 [PAD] [PAD] [PAD] 20337 [PAD] [PAD] 24175 [PAD] [PAD] [PAD] 39472 24056 [PAD] [PAD] [PAD] 34843 23823 28163 [PAD] [PAD] 25781 18855 25777 [PAD] [PAD] [PAD] [PAD],4,2009,7,8,5
267,[PAD] [PAD] 26113 18723 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20021 16977 16858 23826 23849 [PAD] 23779 22328 [PAD] [PAD] 22670 [PAD] [PAD] 29734 [PAD] [PAD] [PAD] [PAD] [PAD] 37005 34254 28275 [PAD] [PAD] [PAD] [PAD] [PAD],4,2009,7,11,5
268,[PAD] [PAD] [PAD] 26552 28331 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20168 20226 16380 7670 7998 7754 [PAD] [PAD] [PAD] 45739 [PAD] [PAD] [PAD] 45947 [PAD] [PAD] [PAD] [PAD] 7456 6359 8317 [PAD] [PAD] [PAD] [PAD] [PAD],4,2009,7,12,-1
269,[PAD] [PAD] [PAD] 24981 22691 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20304 24439 19777 20613 [PAD] [PAD] [PAD] 28366 23569 [PAD] [PAD] [PAD] 26640 [PAD] 18407 31164 22194 21559 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],4,2009,7,13,5
270,[PAD] [PAD] 25163 22127 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20103 20154 28647 9622 [PAD] 5856 10137 27248 18647 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 24696 [PAD] [PAD] 17406 19741 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 21075 [PAD] [PAD],4,2009,7,14,-1
271,[PAD] [PAD] [PAD] [PAD] [PAD] 26101 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 18413 23355 39939 33574 24731 19796 [PAD] [PAD] [PAD] 19446 24059 66073 66692 65088 25465 20923 [PAD] [PAD] 27717 28662 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],4,2009,7,16,-1
272,[PAD] [PAD] 23716 21896 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 22070 [PAD] 25415 25411 35657 [PAD] [PAD] [PAD] 16402 46554 [PAD] [PAD] [PAD] [PAD] [PAD] 53041 53410 57770 [PAD] [PAD] [PAD] 23482 [PAD] [PAD] [PAD],4,2009,7,18,-1
273,[PAD] [PAD] [PAD] [PAD] 26459 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20228 [PAD] 26649 7335 7604 7948 6417 25511 [PAD] 32979 32972 [PAD] 31044 29200 7954 7966 [PAD] 7525 7757 24400 [PAD] [PAD] [PAD] 26557 21899 [PAD],4,2009,7,19,-1
274,[PAD] [PAD] [PAD] [PAD] 26406 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20474 [PAD] 24472 15304 7494 15360 16024 37754 17347 24684 25868 24888 29483 [PAD] [PAD] [PAD] [PAD] 30655 27970 24816 [PAD] [PAD],4,2009,7,24,-1
275,[PAD] [PAD] 26390 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 19866 24245 7713 [PAD] 8699 9225 9262 8410 7642 [PAD] [PAD] [PAD] [PAD] 9908 10047 8731 7473 [PAD] [PAD] [PAD] 7551 10222 [PAD] [PAD] [PAD] [PAD] [PAD],4,2009,7,26,-1
276,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 19761 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 24595 24509 40788 44535 43822 43839 43776 43807 43824 43802 43800 43844 43867 43615 40074 36335,5,2008,10,24,-1
277,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 21673 20195 19614 19236 19125 19156 19865 19749 19877 19670 18903 18950 20046 20513 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 23822 18307 22151 [PAD] [PAD] [PAD] [PAD] [PAD] 22309 [PAD] [PAD],5,2008,10,28,0
278,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20316 21786 25551 23560 24776 24732 25746 22170 25581 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 23815 39482 39152 36798 24959 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],5,2008,10,29,5
279,[PAD] [PAD] [PAD] [PAD] [PAD] 25181 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 21703 26514 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 24515 19631 19610 19467 19137 19410 19380 19682 26815 [PAD] [PAD] [PAD] [PAD],5,2008,10,30,0
280,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 19961 26226 26403 20624 23281 18911 19066 19279 19520 [PAD] 19377 18885 13054 9476 5810 9994 41787 14380 18267 19469 19310 19378 19203 19851 17265 19522 19402 24838 36866,5,2008,11,1,0
281,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 23040 19975 19588 19994 19490 19463 [PAD] [PAD] [PAD] 17364 19024 18934 18895 24905 24910 25602 36964 39514 25034 25053 22803 24459 25296 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],5,2008,11,4,-1
282,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20826 13428 9461 10013 41818 13204 19688 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 21656 34283 [PAD] [PAD] [PAD] [PAD] 35423 36172 28842 22668 27150,5,2008,11,15,-1
283,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 23555 22321 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 22145 21583 25358 24187 36015 44303 43865 44567 44622 44646 44608 44624 44611 44641 [PAD] 40440 38604 36832 [PAD],5,2008,11,22,-1
284,[PAD] 24591 25205 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20520 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20099 20239 21599 11056 7101 21840 38529 36671 26674 [PAD] [PAD] [PAD],5,2008,11,24,-1
285,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 23076 25274 28393 26342 25570 21258 30415 25354 24795 24382 24284 24321 24429 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],5,2008,11,25,5
286,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 25194 21989 19324 19343 19575 19352 19856 23536 19216 21982 26046 13382 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 16964 13410 [PAD] [PAD] 26318 23344 20652 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],5,2008,11,26,-1
287,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 21813 24889 24256 24925 24783 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 24100 [PAD] [PAD] [PAD] [PAD] 20824 23070 [PAD] 34680 25156 23720 43586 44523 44391 43983 39753 24353 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],5,2008,11,27,-1
288,24477 24479 25928 24860 24610 [PAD] 24650 35718 19472 19465 19307 19152 19046 19319 19209 19808 19384 19500 19482 19985 19549 19200 19311 19336 19254 [PAD] 26888 25261 24564 24922 24930 24967 23946 [PAD] 25023 24345 24872 24493 24248 24845 23369 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 24052,5,2009,1,14,-1
289,26035 26969 [PAD] 24980 24977 18756 26082 25251 25025 22873 19250 19608 19567 22445 19290 19949 19181 19102 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 20284 18453 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],5,2009,1,15,-1
290,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 22865 20181 19289 19021 19818 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 18269 [PAD] 18300 19456 19213 19788 19744 19992 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 24078 24791 36765 36773 36487 36345 37998,5,2009,1,16,-1
291,36392 36493 36509 [PAD] 36636 36631 36628 36732 36685 36706 36656 36675 36650 36724 36993 36604 36933 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 66435 64372 [PAD] [PAD] 24685 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],5,2009,1,17,3
292,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 411 402 370 396 403 414 417 418 410 420 436 449 453 515 575 630 699 [PAD] 1752 1747 1746 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],7,2008,10,26,-1
293,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 38460 37936 13662 4198 2150 [PAD] [PAD] [PAD] [PAD] 1368 1375 1378 1380 1434 2218 10046 42036 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],7,2008,10,28,-1
294,40824 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 37329 37062 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 38494 [PAD] [PAD] [PAD] [PAD] 38050 37359 [PAD] [PAD] [PAD] 38658 37723 39389 38551 38568 39307 39535 39098 38652 [PAD] [PAD] [PAD] 38777,7,2008,10,29,-1
295,40621 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 41042 38614 38284 [PAD] [PAD] 37038 36982 40855 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 40666 41655 44457 [PAD] [PAD] [PAD] 44483 45159 41909 [PAD],7,2008,10,31,-1
296,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 67102 67112 67231 67263 67278 67319 67324 67323 67321 67370 67375 67382 67402 67412 67415 67414 67447 67417 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],7,2008,11,1,-1
297,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 37441 37805 22469 [PAD] 22825 25343 [PAD] 29344 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 40737 40456 34508 34573 36295 15134 36409 [PAD] [PAD] [PAD] [PAD] [PAD],7,2008,11,2,-1
298,39552 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 38420 40039 13957 2603 1129 1127 894 893 848 1023 1064 1019 1017 1142 3854 33285 38223 39095 38883 38862 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],7,2008,11,4,-1
299,36266 38289 38091 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 37820 37928 [PAD] [PAD] [PAD] [PAD] [PAD] 37989 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 41217 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 39154 38607 36155 36981 36874 37199 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],7,2008,11,6,-1
300,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 41360 41710 [PAD] 1599 1618 1621 1569 1506 1576 1526 1534 1524 1510 1517 1541 1531 1490 1384 1577 [PAD] [PAD] [PAD] 38043 37053 [PAD] 38990 36434 37633 [PAD] [PAD] [PAD] [PAD] [PAD],7,2008,11,8,-1
301,[PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] 40073 40466 17702 2744 1139 1061 [PAD] [PAD] [PAD] [PAD] 1059 1062 1060 1144 2320 5169 38220 [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD],7,2008,11,11,-1
