loc_index,lat,lng,longitude,latitude,"POI大类:汽车服务,汽车销售,汽车维修,摩托车服务,餐饮服务,购物服务,生活服务,体育休闲服务,医疗保健服务,住宿服务,风景名胜,商务住宅,政府机构及社会团体,科教文化服务,交通设施服务,金融保险服务,公司企业,道路附属设施,地名地址信息,公共设施,事件活动,室内设施,通行设施",地址,addr,addr_tokens,doc2vec,addr_label,geohash
30138,35.79028,112.93052,112.93052,35.79028,"162,50,49,11,862,884,876,113,427,86,19,222,341,369,162,173,409,2,603,30,0,0,224",山西省晋城市高平市东城街道泫氏东街57号新荣社区,高平市东城街道泫氏东街57号新荣社区,高平市东城街道 泫氏 东街 57号 新荣 社区,"[-0.02992400899529457, 0.08428476750850677, 0.03418222442269325, -0.002329629147425294, -0.026771940290927887, -0.12680649757385254, 0.06665222346782684, 0.1620805263519287, -0.11956308782100677, -0.1931314617395401, -0.00048235239228233695, -0.17472587525844574, 0.03311385214328766, 0.04818608611822128, -0.09188922494649887, -0.014186453074216843, 0.03580233454704285, 0.03552868217229843, -0.20095816254615784, -0.10453169047832489, -0.10542482137680054, 0.052288252860307693, 0.12708227336406708, -0.01933121681213379, 0.09626873582601547, 0.07514411211013794, 0.03622213378548622, -0.08123191446065903, -0.11765029281377792, 0.032387323677539825, -0.004588758107274771, -0.032314132899045944, -0.07793717086315155, 0.05805284529924393, -0.12679259479045868, 0.0733165293931961, 0.11512798070907593, 0.03325077146291733, 0.07148254662752151, -0.08273426443338394, 0.13707247376441956, 0.0004466668760869652, -0.020400289446115494, -0.0010386380599811673, 0.1962190717458725, 0.07800163328647614, -0.005295403767377138, -0.023021472617983818, -0.04549342021346092, 0.01984455995261669]",高平市东城街道,ww279g3mrzfb
31079,35.45444,112.78306,112.78306,35.45444,"47,9,24,3,152,369,147,6,37,3,5,40,76,37,47,14,151,2,202,4,0,0,52",山西省晋城市泽州县南村镇南高线,泽州县南村镇南高线,泽州县南村镇 南高线,"[-0.02131972275674343, 0.015552312135696411, 0.01367238350212574, 0.005380431655794382, -0.0052673788741230965, -0.03249012678861618, 0.02610761672258377, 0.03586137294769287, -0.022990159690380096, -0.04843375086784363, -0.00445149140432477, -0.03986985981464386, 0.01265711523592472, 0.004844082053750753, -0.028713051229715347, 0.0005940950359217823, -0.0003680131339933723, 0.01037647482007742, -0.05982176586985588, -0.020362520590424538, -0.03438194468617439, 0.021611474454402924, 0.02511615864932537, -0.01401514932513237, 0.016781805083155632, 0.017899848520755768, 0.008911669254302979, -0.029699407517910004, -0.03064221702516079, 0.013029501773416996, -0.0039014541544020176, 0.008676613681018353, -0.019933326169848442, 0.007516823709011078, -0.031863193958997726, 0.01086579728871584, 0.03720604255795479, 0.002493184059858322, 0.026060977950692177, -0.02651534415781498, 0.02968091145157814, 0.004720025230199099, 0.0035209888592362404, 0.011779986321926117, 0.05033307150006294, 0.027683110907673836, 0.005092972423881292, 0.0019008819945156574, -0.02019151672720909, 0.0023569236509501934]",泽州县南村镇,ww21wqq15f8u
31665,35.8162,112.928,112.928,35.8162,"80,11,25,9,852,879,880,79,253,67,13,125,233,211,89,101,196,0,311,25,0,0,155",山西省晋城市高平市北城街道大冯庄村,高平市北城街道大冯庄村,高平市北城街道 大冯庄村,"[-0.020644448697566986, 0.050852708518505096, 0.022484486922621727, 0.0029579477850347757, -0.0006158746546134353, -0.0682983547449112, 0.03183191642165184, 0.09206748753786087, -0.0558454766869545, -0.1114262118935585, -0.005584381520748138, -0.09888047724962234, 0.02445920743048191, 0.01513125840574503, -0.05082784965634346, -0.005889153573662043, 0.007859327830374241, 0.008335119113326073, -0.12415102124214172, -0.058066029101610184, -0.062167905271053314, 0.03306474909186363, 0.055773619562387466, -0.01823883131146431, 0.0542498454451561, 0.024334749206900597, 0.014301976189017296, -0.04529298469424248, -0.06639522314071655, 0.011441620998084545, 0.004456027410924435, -0.012300956062972546, -0.04812834784388542, 0.02658044919371605, -0.05931476503610611, 0.030533498153090477, 0.059926360845565796, 0.0065230075269937515, 0.032557833939790726, -0.058459747582674026, 0.08037781715393066, 0.013661229982972145, -0.01874052733182907, 0.018368862569332123, 0.10314737260341644, 0.04923689737915993, 0.0028469928074628115, -0.003502634121105075, -0.035034745931625366, -0.0015395282534882426]",高平市北城街道,ww27c8psmpeg
32017,35.6965,112.927,112.927,35.6965,"16,2,3,3,93,332,88,4,27,1,1,5,29,13,15,14,24,2,48,2,0,0,2",山西省晋城市高平市河西镇020乡道,高平市河西镇020乡道,高平市河西镇 020 乡道,"[-0.03271441534161568, 0.03772060573101044, 3.5591361665865406e-05, -0.0014725718647241592, -0.00974869355559349, -0.0612746924161911, 0.03655250743031502, 0.08970443904399872, -0.06477628648281097, -0.10905779153108597, 0.009734051302075386, -0.09168435633182526, 0.01182115450501442, 0.029553968459367752, -0.055868785828351974, -0.013580292463302612, 0.007961403578519821, 0.02594011276960373, -0.10841085016727448, -0.050746455788612366, -0.051432374864816666, 0.025948958471417427, 0.05883999168872833, -0.002477714791893959, 0.062413837760686874, 0.017746372148394585, 0.016011150553822517, -0.05025845766067505, -0.07618174701929092, 0.03695426881313324, -0.004902468994259834, 0.00025459134485572577, -0.04406815767288208, 0.027861211448907852, -0.056107595562934875, 0.028947601094841957, 0.0641181692481041, 0.015921929851174355, 0.028583558276295662, -0.058785174041986465, 0.07502268254756927, 0.00901257898658514, -0.014752018265426159, 0.003560661571100354, 0.09823691844940186, 0.05208967626094818, 0.0003807862231042236, -0.014874096028506756, -0.04187267646193504, -0.003265473060309887]",高平市河西镇,ww271dqgjvfk
32547,35.8534,113.0341,113.0341,35.8534,"2,0,0,0,35,75,26,6,9,1,5,2,40,7,15,6,11,0,57,2,0,0,1",山西省晋城市高平市陈区镇北街,高平市陈区镇北街,高平市陈区镇 北街,"[-0.06881449371576309, 0.1252990961074829, 0.027410389855504036, 0.007182150613516569, -0.035748839378356934, -0.21659903228282928, 0.11748431622982025, 0.2446497231721878, -0.18067775666713715, -0.2870776951313019, 0.007593523245304823, -0.25410109758377075, 0.046607088297605515, 0.056409310549497604, -0.16165675222873688, -0.026219982653856277, 0.03041262924671173, 0.04944482445716858, -0.33847755193710327, -0.15596473217010498, -0.16192567348480225, 0.06572732329368591, 0.17658117413520813, -0.04852759465575218, 0.1408332735300064, 0.0843944102525711, 0.047719426453113556, -0.16138215363025665, -0.19369684159755707, 0.049765534698963165, -0.007205117028206587, -0.013298924081027508, -0.12807431817054749, 0.08483927696943283, -0.17771822214126587, 0.08174694329500198, 0.1758173704147339, 0.03542463853955269, 0.10819163173437119, -0.13394910097122192, 0.2119404673576355, 0.03812190890312195, -0.035609472543001175, 0.03796133026480675, 0.28541645407676697, 0.11470118910074234, 0.021413668990135193, -0.04016611725091934, -0.0844285860657692, -9.786355803953484e-05]",高平市陈区镇,ww27unuvjqjv
32579,35.592777,112.708888,112.708888,35.592777,"15,4,1,2,34,58,18,4,10,2,3,8,21,8,14,4,11,0,96,2,0,0,4",山西省晋城市泽州县大东沟镇文明路1号,泽州县大东沟镇文明路1号,泽州县大东沟镇 文明 路 1号,"[-0.08005402982234955, 0.13004526495933533, 0.04413500800728798, 0.01182932872325182, -0.02677491307258606, -0.22782427072525024, 0.11426688730716705, 0.27859169244766235, -0.20600782334804535, -0.30273404717445374, 0.002332269214093685, -0.2893194854259491, 0.04211467504501343, 0.05254700779914856, -0.17208175361156464, -0.0279221348464489, 0.03610458970069885, 0.053944941610097885, -0.36299052834510803, -0.18044023215770721, -0.17302176356315613, 0.07913562655448914, 0.19773082435131073, -0.054095979779958725, 0.14994989335536957, 0.1025167927145958, 0.046528179198503494, -0.1803685873746872, -0.21025501191616058, 0.070682592689991, -0.01117578987032175, -0.013874456286430359, -0.12289023399353027, 0.09654607623815536, -0.19362683594226837, 0.0955653265118599, 0.1926393210887909, 0.04697205126285553, 0.12883488833904266, -0.15059509873390198, 0.24084188044071198, 0.03157331049442291, -0.044348761439323425, 0.04327968508005142, 0.32354456186294556, 0.14391233026981354, 0.020982172340154648, -0.05193043872714043, -0.08473749458789825, 0.012745242565870285]",泽州县大东沟镇,ww24kz2ngqw0
32580,35.3968,112.4139,112.4139,35.3968,"3,0,0,6,7,34,18,1,7,1,0,1,28,3,9,5,7,0,43,1,0,0,2",山西省晋城市阳城县白桑镇孔池村,阳城县白桑镇孔池村,阳城县白桑镇 孔池村,"[-0.021455122157931328, 0.051544174551963806, 0.021104346960783005, 0.008162138983607292, -0.020237494260072708, -0.08437268435955048, 0.04167458415031433, 0.1013491228222847, -0.07625644654035568, -0.11928573995828629, 0.0023928829468786716, -0.10295916348695755, 0.020591331645846367, 0.019868185743689537, -0.0574851930141449, -0.0080927899107337, 0.017474345862865448, 0.01306991558521986, -0.14263294637203217, -0.057694029062986374, -0.06683208793401718, 0.0346839614212513, 0.06736241281032562, -0.019996754825115204, 0.0575353242456913, 0.041555799543857574, 0.022628303617239, -0.06240721419453621, -0.08798720687627792, 0.013506320305168629, 0.0014400441432371736, -0.0005831128219142556, -0.05476321280002594, 0.03029678948223591, -0.08040358126163483, 0.03415088355541229, 0.07250694185495377, 0.017676692456007004, 0.05304013937711716, -0.06322101503610611, 0.09822026640176773, 0.018824631348252296, -0.006736800540238619, 0.02364952303469181, 0.11842493712902069, 0.06121136620640755, -0.003212679410353303, -0.011113477870821953, -0.04356607049703598, 0.0021230350248515606]",阳城县白桑镇,wqrcq5c339z0
33572,35.49937,112.86696,112.86696,35.49937,"330,68,101,56,873,882,886,296,799,226,47,426,799,859,522,355,865,0,900,109,0,49,805",山西省晋城市城区开发区街道兰煜·龙湾,城区开发区街道兰煜·龙湾,城区开发区街道 ,"[-0.025303129106760025, 0.047988295555114746, 0.01283841673284769, -0.005698579829186201, -0.01349668763577938, -0.07151027023792267, 0.04815847799181938, 0.09408771991729736, -0.08063618838787079, -0.12466521561145782, -0.005125151481479406, -0.09164868295192719, 0.024527596309781075, 0.0340973362326622, -0.05006071552634239, -0.011932440102100372, 0.01289752870798111, 0.013228886760771275, -0.12382780015468597, -0.056878868490457535, -0.04673241451382637, 0.033170729875564575, 0.07066591084003448, -0.009424080140888691, 0.05442885309457779, 0.03577669337391853, 0.01625017262995243, -0.06508605927228928, -0.07747162878513336, 0.013315965421497822, -0.004996863659471273, -0.013650905340909958, -0.04702512174844742, 0.02487393282353878, -0.06579172611236572, 0.02771354280412197, 0.06277628242969513, 0.010474597103893757, 0.03563771769404411, -0.04824380576610565, 0.07561054825782776, 0.007233858108520508, -0.015596712939441204, 0.005388712510466576, 0.12545394897460938, 0.051826395094394684, 0.009186034090816975, -0.00879780575633049, -0.039181049913167953, 0.0029351382981985807]",城区开发区街道,ww23bq7nyf1n
34126,35.554,112.89524,112.89524,35.554,"48,3,13,8,588,787,361,34,113,12,13,58,75,124,73,53,137,0,422,16,0,0,86",山西省晋城市城区北石店镇金塘中心城,城区北石店镇金塘中心城,城区北石店镇 金塘 中心 城,"[-0.04331548511981964, 0.07393407076597214, 0.02038179710507393, 0.0016693812794983387, -0.011518423445522785, -0.12267421185970306, 0.060487307608127594, 0.1547611951828003, -0.10947718471288681, -0.1753128468990326, -0.005279675591737032, -0.14735497534275055, 0.028285717591643333, 0.02702055685222149, -0.10249131172895432, -0.006894983816891909, 0.02639380656182766, 0.041044555604457855, -0.20427462458610535, -0.08568819612264633, -0.09560863673686981, 0.04555084556341171, 0.1011214330792427, -0.01571415364742279, 0.08341287821531296, 0.048098690807819366, 0.023980800062417984, -0.08783496171236038, -0.12246096134185791, 0.03882022574543953, -0.002254025312140584, -0.015169398859143257, -0.07344545423984528, 0.040795017033815384, -0.11095014959573746, 0.04964611679315567, 0.10976498574018478, 0.023506073281168938, 0.07014520466327667, -0.09686366468667984, 0.13952016830444336, 0.01674562320113182, -0.024381332099437714, 0.018347779288887978, 0.18102097511291504, 0.077330581843853, 0.00812558364123106, -0.02765505388379097, -0.04639504849910736, 0.011998975649476051]",城区北石店镇,ww262brv1cbr
34216,35.49967,112.90253,112.90253,35.49967,"132,38,61,10,817,877,612,55,141,31,16,105,170,207,164,65,468,2,898,23,0,17,191",山西省晋城市泽州县金村镇山西兰花国际物流园区开发有限公司,泽州县金村镇山西兰花国际物流园区开发有限公司,泽州县金村镇 山西兰花 国际 物流 园区 开发 有限 公司,"[-0.06587573885917664, 0.09459144622087479, 0.03543580323457718, -0.004372880328446627, 0.010664447210729122, -0.16739395260810852, 0.07196100801229477, 0.20039911568164825, -0.12317737191915512, -0.21942776441574097, 0.0008508554892614484, -0.18447096645832062, 0.031207263469696045, 0.03874008357524872, -0.11893875151872635, -0.010300028137862682, 0.02932591177523136, 0.04484047740697861, -0.2750419080257416, -0.12645293772220612, -0.12788857519626617, 0.05889413133263588, 0.1403089314699173, -0.03137684240937233, 0.10014399141073227, 0.05369485542178154, 0.044154517352581024, -0.11434205621480942, -0.15547290444374084, 0.04021318256855011, -0.005358624272048473, -0.0019634466152638197, -0.08830897510051727, 0.06144385039806366, -0.1342981457710266, 0.07369321584701538, 0.12077808380126953, 0.04877884313464165, 0.08575711399316788, -0.11763559281826019, 0.1650291532278061, 0.009053967893123627, -0.021165918558835983, 0.035250384360551834, 0.23415927588939667, 0.08196008205413818, 0.009457767009735107, -0.03406844288110733, -0.06610897183418274, 0.0042261057533323765]",泽州县金村镇,ww23cnt0edhh
34252,35.536267,112.447415,112.447415,35.536267,"9,0,3,1,20,61,15,1,7,1,1,2,23,3,11,6,16,2,69,4,0,0,1",山西省晋城市阳城县町店镇八芹线,阳城县町店镇八芹线,阳城县町店镇 八芹线,"[-0.042695824056863785, 0.08729960024356842, 0.03357278183102608, 0.009687008336186409, -0.02603387087583542, -0.11806360632181168, 0.07226675748825073, 0.15092355012893677, -0.1074851006269455, -0.16741062700748444, 0.010295551270246506, -0.15433374047279358, 0.03232000768184662, 0.04181196168065071, -0.09554111212491989, -0.024269644170999527, 0.01860899291932583, 0.03188541904091835, -0.18685269355773926, -0.09799129515886307, -0.09504680335521698, 0.029383812099695206, 0.10411960631608963, -0.038255419582128525, 0.0826123058795929, 0.04064672067761421, 0.030445855110883713, -0.08849014341831207, -0.11301194131374359, 0.03080468811094761, 0.007126925513148308, -0.008742543868720531, -0.07344070076942444, 0.053542058914899826, -0.09673801064491272, 0.04087236896157265, 0.10806110501289368, 0.027860157191753387, 0.07196864485740662, -0.07733838260173798, 0.11654383689165115, 0.024320365861058235, -0.025666479021310806, 0.020795773714780807, 0.17799843847751617, 0.07392743974924088, 0.014772653579711914, -0.023916950449347496, -0.05130685493350029, 0.0012121740728616714]",阳城县町店镇,wqrfnv1ty8mc
34388,35.4679,112.57,112.57,35.4679,"17,8,10,5,139,484,110,12,34,14,5,9,77,29,16,11,39,2,88,5,0,0,30",山西省晋城市阳城县北留镇大唐阳城发电有限责任公司,阳城县北留镇大唐阳城发电有限责任公司,阳城县北留镇 大唐 阳城 发电 有限 责任 公司,"[-0.037918150424957275, 0.08890953660011292, 0.04698112979531288, 0.0022615480702370405, 0.0005221202736720443, -0.14365935325622559, 0.05545384809374809, 0.16429248452186584, -0.10160782933235168, -0.18064762651920319, -0.010902009904384613, -0.15797051787376404, 0.006294102407991886, 0.029332535341382027, -0.13178496062755585, 0.010572656989097595, 0.03596309944987297, 0.0405612550675869, -0.21808378398418427, -0.1278851479291916, -0.10653075575828552, 0.03584163263440132, 0.13419876992702484, -0.010929974727332592, 0.05017290636897087, 0.06189076229929924, 0.035523492842912674, -0.10487303882837296, -0.12942437827587128, 0.02834627591073513, 0.012235132046043873, 0.009476789273321629, -0.07856431603431702, 0.04579191282391548, -0.09766558557748795, 0.04068589583039284, 0.12642647325992584, 0.031539905816316605, 0.06381279230117798, -0.0847037062048912, 0.15331219136714935, -0.004658886231482029, -0.029483826830983162, 0.026796139776706696, 0.17793166637420654, 0.07370106130838394, 0.01182436104863882, -0.03996460512280464, -0.04256793111562729, -0.008067060261964798]",阳城县北留镇,ww21c8dzrpgb
34628,35.4881,112.6152,112.6152,35.4881,"10,3,6,1,50,147,56,3,13,7,1,6,63,7,16,6,20,0,56,1,0,0,12",山西省晋城市泽州县周村镇S86晋运高速,泽州县周村镇S86晋运高速,泽州县周村镇 晋运 高速,"[-0.03656256943941116, 0.033987920731306076, -0.007889468222856522, -0.007982092909514904, -0.00770085072144866, -0.06215006858110428, 0.029130544513463974, 0.06985989212989807, -0.06205539032816887, -0.08880109339952469, -0.00646551139652729, -0.09446936100721359, 0.018219342455267906, 0.017505843192338943, -0.05380965769290924, -0.008997507393360138, 0.015520402230322361, 0.01764318160712719, -0.10699586570262909, -0.055024612694978714, -0.04211278632283211, 0.0224167313426733, 0.052047863602638245, -0.02662142552435398, 0.061707187443971634, 0.01618596538901329, 0.017360329627990723, -0.03787541389465332, -0.0661511942744255, 0.029864460229873657, -0.0032507097348570824, -0.003204785520210862, -0.04583358019590378, 0.024361463263630867, -0.059737641364336014, 0.03518048673868179, 0.05025838315486908, 0.006893817335367203, 0.04287014901638031, -0.05474351346492767, 0.08022291958332062, 0.017070287838578224, -0.01722829043865204, 0.02588561177253723, 0.08765818178653717, 0.046016864478588104, 0.011237057857215405, -0.011432980187237263, -0.02802688255906105, 0.009357823990285397]",泽州县周村镇,ww21fs7vhm76
34731,35.785725,112.995912,112.995912,35.785725,"13,0,3,1,24,98,44,1,2,4,7,1,28,6,8,1,11,0,36,8,0,0,2",山西省晋城市高平市米山镇米山镇上冯庄村退役军人服务站,高平市米山镇米山镇上冯庄村退役军人服务站,高平市米山镇米山镇 上 冯庄村 退役 军人 服务站,"[0.007208442315459251, 0.08157627284526825, 0.048067357391119, -0.00038244339521043, -0.0010662745917215943, -0.058173563331365585, 0.006021238397806883, 0.025308245792984962, -0.07540746033191681, -0.11090673506259918, -0.03081676922738552, -0.0937376394867897, 0.0010394600685685873, 0.04998933896422386, -0.05217253044247627, -0.02423529513180256, 0.044169992208480835, 0.025188565254211426, -0.08905211091041565, -0.01113689225167036, -0.00606854073703289, -0.01704888418316841, 0.03381730988621712, 0.015363349579274654, 0.05165170505642891, 0.039498697966337204, 0.012089082971215248, -0.01564614102244377, -0.030829543247818947, 0.0018686427501961589, 0.006518257316201925, -0.048241026699543, 0.02941105328500271, -0.009142289869487286, -0.010958561673760414, 0.04043575003743172, 0.07797764986753464, -0.010069242678582668, 0.028834231197834015, 0.012895987369120121, 0.031159380450844765, -0.03956835716962814, -0.05934545770287514, -0.026470249518752098, 0.034910473972558975, 0.058255720883607864, -0.04387076944112778, -0.0535443015396595, -0.005739652551710606, 0.035837654024362564]",高平市米山镇米山镇,ww27e694gwdu
34812,35.69144,112.18661,112.18661,35.69144,"34,12,19,15,427,850,398,20,98,32,10,52,235,57,96,54,105,1,900,25,0,0,72",山西省晋城市沁水县龙港镇龙岗路梅园小区,沁水县龙港镇龙岗路梅园小区,沁水县龙港镇 龙岗路 梅园 小区,"[-0.03752413019537926, 0.07180265337228775, 0.018788769841194153, -0.007905306294560432, -0.002044741762802005, -0.12234318256378174, 0.06450476497411728, 0.1339186728000641, -0.1101360023021698, -0.16400288045406342, -0.005345779936760664, -0.14160488545894623, 0.02448853850364685, 0.029072413221001625, -0.08485620468854904, -0.013174454681575298, 0.02878177911043167, 0.028127390891313553, -0.18630488216876984, -0.07396875321865082, -0.08445597440004349, 0.032307446002960205, 0.09743991494178772, -0.023829350247979164, 0.09165742248296738, 0.04647001251578331, 0.02148866094648838, -0.09364864230155945, -0.1118258461356163, 0.03291144222021103, 0.0018046435434371233, 0.00034517949097789824, -0.06512394547462463, 0.05750766023993492, -0.10623834282159805, 0.056073904037475586, 0.09748366475105286, 0.031095528975129128, 0.0667978897690773, -0.08751397579908371, 0.118794284760952, 0.007098481059074402, -0.020017093047499657, 0.014339357614517212, 0.1768183559179306, 0.074154332280159, 0.020175369456410408, -0.030066946521401405, -0.049483492970466614, 0.005937973503023386]",沁水县龙港镇,wqrg0c7v9qxk
34813,35.68669,112.17278,112.17278,35.68669,"25,7,16,14,410,869,366,16,99,29,9,56,212,50,93,51,80,0,898,21,0,0,66",山西省晋城市沁水县龙港镇新建西街845号沁水县西关小学,沁水县龙港镇新建西街845号沁水县西关小学,沁水县龙港镇 新建 西街 845 号 沁水县 西关 小学,"[-0.04206273332238197, 0.07432742416858673, 0.007180145010352135, -0.016726242378354073, -0.02435285784304142, -0.15837587416172028, 0.06587176024913788, 0.17266979813575745, -0.13339059054851532, -0.19067800045013428, -0.00350545858964324, -0.16607145965099335, 0.05124571919441223, 0.05099121853709221, -0.10381881892681122, -0.029735900461673737, 0.03370858356356621, 0.0482441745698452, -0.21494591236114502, -0.08874516934156418, -0.10564615577459335, 0.032648615539073944, 0.11041834950447083, -0.039013344794511795, 0.10686507076025009, 0.05460391566157341, 0.02418820559978485, -0.11054333299398422, -0.11883452534675598, 0.036912478506565094, 0.012504436075687408, -0.02825896069407463, -0.0973874181509018, 0.05762388929724693, -0.1204891949892044, 0.05422074720263481, 0.1427706629037857, 0.03607188165187836, 0.0770225003361702, -0.0864550918340683, 0.14489786326885223, 0.020096275955438614, -0.015289349481463432, 0.01104380376636982, 0.20807482302188873, 0.09932542592287064, 0.007365053985267878, -0.03969292342662811, -0.057652901858091354, -0.012272058986127377]",沁水县龙港镇,wqrg089dp1pj
35214,35.607222,112.731944,112.731944,35.607222,"15,4,2,2,38,63,20,5,11,2,2,9,23,9,13,4,16,0,89,3,0,0,6",山西省晋城市泽州县下村镇大周线,泽州县下村镇大周线,泽州县下村镇 大 周线,"[-0.05265374109148979, 0.09802300482988358, 0.0440596379339695, 0.004281822592020035, -0.008992288261651993, -0.15612712502479553, 0.07927323132753372, 0.17344243824481964, -0.12914110720157623, -0.2128182202577591, 0.0005386064294725657, -0.17997074127197266, 0.020670417696237564, 0.030456073582172394, -0.10883703082799911, -0.015854498371481895, 0.03440884128212929, 0.03999735042452812, -0.23161175847053528, -0.1055075153708458, -0.12049179524183273, 0.05571216717362404, 0.13587293028831482, -0.034393660724163055, 0.11221213638782501, 0.05892575904726982, 0.025687215849757195, -0.11627240478992462, -0.13071200251579285, 0.038480572402477264, 0.0036440964322537184, 0.009856550954282284, -0.09074028581380844, 0.059784453362226486, -0.14014753699302673, 0.0598030686378479, 0.11142484098672867, 0.03701162338256836, 0.07778671383857727, -0.09677049517631531, 0.1488775908946991, 0.009555822238326073, -0.023350637406110764, 0.02512034960091114, 0.22398218512535095, 0.09548725932836533, 0.012050607241690159, -0.03790033608675003, -0.04976286366581917, -0.006836639251559973]",泽州县下村镇,ww24t60ghemb
35303,35.606388,112.725277,112.725277,35.606388,"16,4,2,2,37,64,21,5,11,2,2,9,25,9,14,4,15,0,91,3,0,0,6",山西省晋城市泽州县下村镇成庄医院住院部,泽州县下村镇成庄医院住院部,泽州县下村镇 成庄 医院 住院部,"[-0.05105559527873993, 0.07719386368989944, 0.025198033079504967, 0.0019859226886183023, -0.01886056177318096, -0.12620586156845093, 0.07064026594161987, 0.15603743493556976, -0.11319582909345627, -0.18105275928974152, -0.0006340246181935072, -0.16198357939720154, 0.023912908509373665, 0.04171475023031235, -0.10230005532503128, -0.014361456036567688, 0.009270296432077885, 0.03495040535926819, -0.2231212556362152, -0.09224314242601395, -0.09672769159078598, 0.0487256795167923, 0.1230005994439125, -0.034331947565078735, 0.08742934465408325, 0.03974519297480583, 0.023508040234446526, -0.106158047914505, -0.12152496725320816, 0.023476935923099518, -0.0038031090516597033, 0.007395908236503601, -0.0666332095861435, 0.05872601270675659, -0.11290720850229263, 0.059179890900850296, 0.10287220776081085, 0.040186818689107895, 0.07805383205413818, -0.10147883743047714, 0.1299884021282196, 0.01448881160467863, -0.02128463424742222, 0.03183804452419281, 0.19161921739578247, 0.07830007374286652, 0.01831936649978161, -0.013196496292948723, -0.05926504731178284, -0.0130465654656291]",泽州县下村镇,ww24t1un1rf9
35696,35.47942,112.55514,112.55514,35.47942,"24,9,13,7,161,499,117,12,34,13,6,8,69,27,21,11,33,2,110,13,0,0,29",山西省晋城市阳城县北留镇北环路,阳城县北留镇北环路,阳城县北留镇 北环路,"[-0.03743377700448036, 0.0967581644654274, 0.020065929740667343, -0.0076851919293403625, -0.010309556499123573, -0.1319483369588852, 0.07382119446992874, 0.16860367357730865, -0.11665217578411102, -0.19946031272411346, -0.007506847847253084, -0.16254904866218567, 0.02997869998216629, 0.04050522670149803, -0.10132946819067001, -0.02411043830215931, 0.013495976105332375, 0.021834317594766617, -0.20824775099754333, -0.09985126554965973, -0.1093141958117485, 0.041054658591747284, 0.12147639691829681, -0.037049125880002975, 0.08433595299720764, 0.062439724802970886, 0.02667754516005516, -0.11144356429576874, -0.12884287536144257, 0.03087611310184002, -0.007793861906975508, -0.00010707727051340044, -0.0765639990568161, 0.05190672725439072, -0.11134765297174454, 0.05743460729718208, 0.1052490770816803, 0.02487366460263729, 0.06434965878725052, -0.09615729004144669, 0.13781346380710602, 0.025365622714161873, -0.027287958189845085, 0.028582092374563217, 0.18946573138237, 0.07586915791034698, 0.010424911044538021, -0.03402530774474144, -0.039593957364559174, 0.013657431118190289]",阳城县北留镇,ww21c6b4sg72
35722,35.48788,112.40611,112.40611,35.48788,"146,35,39,51,869,875,871,93,304,51,18,148,264,232,116,100,309,0,852,44,0,0,152",山西省晋城市阳城县凤城镇阳城印象宾馆,阳城县凤城镇阳城印象宾馆,阳城县凤城镇 阳城 印象 宾馆,"[-0.017636502161622047, 0.0455542728304863, 0.027279505506157875, -0.0024095941334962845, -0.012012869119644165, -0.0637306272983551, 0.0233159139752388, 0.07860087603330612, -0.05036572739481926, -0.07161778211593628, -0.005511698313057423, -0.08279940485954285, -0.0041724806651473045, 0.016995584592223167, -0.054324306547641754, 0.0018881458090618253, 0.006427519954741001, 0.018819624558091164, -0.11301963776350021, -0.05495121330022812, -0.05841904133558273, 0.015437472611665726, 0.061481375247240067, -0.01569678634405136, 0.03024117462337017, 0.04188329353928566, 0.01290061790496111, -0.042796097695827484, -0.07141384482383728, 0.019810063764452934, -0.008737918920814991, -0.003823032369837165, -0.036775168031454086, 0.030272578820586205, -0.04833972081542015, 0.028722545132040977, 0.04653139412403107, 0.0013403675984591246, 0.04092886298894882, -0.04038872942328453, 0.053071700036525726, 0.005855242256075144, -0.00862199068069458, 0.003673149738460779, 0.08418969064950943, 0.03195517882704735, -0.006623144261538982, -0.03443143889307976, -0.005999732296913862, 0.004766552709043026]",阳城县凤城镇,wqrcvu7euhqd
35754,35.51788,112.81279,112.81279,35.51788,"246,61,99,29,862,879,874,111,376,49,29,140,274,370,170,105,864,2,900,63,0,0,299",山西省晋城市城区西上庄街道晋城市24小时自助图书馆,城区西上庄街道晋城市24小时自助图书馆,城区西上庄街道 晋城市 24 小时 自助 图书馆,"[-0.07159391790628433, 0.12231774628162384, 0.050310805439949036, -0.00478315819054842, -0.016628647223114967, -0.2393232136964798, 0.1279829740524292, 0.27028852701187134, -0.21016855537891388, -0.3235435485839844, -0.011980888433754444, -0.2805745005607605, 0.05201973393559456, 0.062143731862306595, -0.16268688440322876, -0.02290675789117813, 0.052004795521497726, 0.055591147392988205, -0.364515483379364, -0.1673077940940857, -0.17672832310199738, 0.08055949211120605, 0.19904780387878418, -0.039051711559295654, 0.1681247502565384, 0.08053017407655716, 0.03701988607645035, -0.17105767130851746, -0.222866952419281, 0.05770278722047806, -0.011429104022681713, -0.01373350340873003, -0.1288096308708191, 0.09282826632261276, -0.19384260475635529, 0.0993516594171524, 0.21121329069137573, 0.05577382445335388, 0.12403976917266846, -0.15527424216270447, 0.24041593074798584, 0.02655140869319439, -0.04270496219396591, 0.04633043333888054, 0.3319890797138214, 0.1604069620370865, 0.02692704275250435, -0.04358465597033501, -0.08681844919919968, -0.0037657832726836205]",城区西上庄街道,ww24p1gf8s9n
